dest_node,source_node,weight,source_class,dest_class,edge_class
1004032,2018399,1,1,2,1-2
3002748,2021805,1,3,2,0-2
1003713,2029097,1,1,2,1-2
3000239,1000765,1,3,2,0-2
3002143,2022223,1,3,2,0-2
1004484,2018863,1,1,2,1-2
3007639,2019745,1,3,2,0-2
1003235,2031729,1,1,2,1-2
1000637,2008679,1,1,2,1-2
3003415,1003462,1,3,2,0-2
3007511,2017342,1,3,2,0-2
1003920,2028020,1,1,2,1-2
3007309,2010746,1,3,2,0-2
1002414,2029565,1,1,2,1-2
1004217,2014528,1,1,2,1-2
1001689,2004538,1,1,2,1-2
1004116,2001583,1,1,2,1-2
3000385,2010939,1,3,2,0-2
1003031,2008369,1,1,2,1-2
3005285,2010637,1,3,2,0-2
3002786,2003431,1,3,2,0-2
3000701,2009809,1,3,2,0-2
1003203,2029652,1,1,2,1-2
3004461,1001954,1,3,2,0-2
3001138,1002598,1,3,2,0-2
1000893,2015453,1,1,2,1-2
1004116,2002739,1,1,2,1-2
3007925,2031366,1,3,2,0-2
1003444,2015809,1,1,2,1-2
1002955,2004956,1,1,2,1-2
3004888,1003385,1,3,2,0-2
3006168,2019804,1,3,2,0-2
3003061,2030958,1,3,2,0-2
1003359,2008298,1,1,2,1-2
3004749,2005949,1,3,2,0-2
1003245,2010775,1,1,2,1-2
3002162,2030265,1,3,2,0-2
1002217,2004962,1,1,2,1-2
3006812,2029272,1,3,2,0-2
3004793,2010087,1,3,2,0-2
1002451,2011510,1,1,2,1-2
1002606,2008011,1,1,2,1-2
1003115,2022966,1,1,2,1-2
1002993,2013735,1,1,2,1-2
3006089,2003534,1,3,2,0-2
1003132,2019147,1,1,2,1-2
3003768,2017427,1,3,2,0-2
1002015,2021352,1,1,2,1-2
1002441,2024562,1,1,2,1-2
3005257,2016572,1,3,2,0-2
1003268,2017378,1,1,2,1-2
1002531,2001126,1,1,2,1-2
3001342,1001348,1,3,2,0-2
1004216,2012951,1,1,2,1-2
3007121,2031178,1,3,2,0-2
3005207,2013176,1,3,2,0-2
1002379,2012811,1,1,2,1-2
3005209,2013479,1,3,2,0-2
3003390,1003309,1,3,2,0-2
1002870,2032692,1,1,2,1-2
3003982,2023700,1,3,2,0-2
3001631,2001355,1,3,2,0-2
3003028,2021719,1,3,2,0-2
3000107,2018845,1,3,2,0-2
1003188,2032346,1,1,2,1-2
3005938,2006535,1,3,2,0-2
1003749,2006212,1,1,2,1-2
1003644,2021648,1,1,2,1-2
3001468,1000700,1,3,2,0-2
3007256,2015934,1,3,2,0-2
1000606,2010913,1,1,2,1-2
1004213,2018845,1,1,2,1-2
1000431,2031368,1,1,2,1-2
1004473,2026496,1,1,2,1-2
3003221,2009965,1,3,2,0-2
1002917,2015720,1,1,2,1-2
1004275,2009724,1,1,2,1-2
1003106,2016731,1,1,2,1-2
3001360,2014522,1,3,2,0-2
1004012,2020238,1,1,2,1-2
3007090,2005230,1,3,2,0-2
3006653,2022592,1,3,2,0-2
1001012,2004557,1,1,2,1-2
1000607,2028757,1,1,2,1-2
3007866,2003083,1,3,2,0-2
1001242,2023339,1,1,2,1-2
1000894,2005731,1,1,2,1-2
1000170,2029353,1,1,2,1-2
1003330,2007281,1,1,2,1-2
1004366,2001727,1,1,2,1-2
3006489,2032720,1,3,2,0-2
3006696,2000531,1,3,2,0-2
3002769,1001499,1,3,2,0-2
1003373,2007913,1,1,2,1-2
1000358,2004872,1,1,2,1-2
1000682,2008715,1,1,2,1-2
3003384,1003384,1,3,2,0-2
3004350,1003213,1,3,2,0-2
1000842,2011324,1,1,2,1-2
3005221,1000541,1,3,2,0-2
1003603,2027320,1,1,2,1-2
3004877,2028168,1,3,2,0-2
3001725,2027363,1,3,2,0-2
1001773,2027880,1,1,2,1-2
1000631,2029330,1,1,2,1-2
1004646,2015783,1,1,2,1-2
3005593,2023460,1,3,2,0-2
1002482,2006083,1,1,2,1-2
3004961,2017794,1,3,2,0-2
3005019,2013064,1,3,2,0-2
3002860,1002393,1,3,2,0-2
1002590,2006631,1,1,2,1-2
1002677,2002864,1,1,2,1-2
3007997,2029069,1,3,2,0-2
3006255,1000535,1,3,2,0-2
1003248,2014797,1,1,2,1-2
1004264,2022223,1,1,2,1-2
3003534,2018373,1,3,2,0-2
3001361,1003791,1,3,2,0-2
3005556,2016018,1,3,2,0-2
1004175,2017616,1,1,2,1-2
1003631,2007179,1,1,2,1-2
1004600,2032492,1,1,2,1-2
1003378,2022149,1,1,2,1-2
3000881,2013841,1,3,2,0-2
1002461,2012677,1,1,2,1-2
1002677,2029811,1,1,2,1-2
1003786,2028905,1,1,2,1-2
3003977,2032654,1,3,2,0-2
1002364,2017191,1,1,2,1-2
3007039,2015001,1,3,2,0-2
1001451,2020313,1,1,2,1-2
3003455,2015416,1,3,2,0-2
3002712,2018612,1,3,2,0-2
3002469,1001763,1,3,2,0-2
1002646,2000002,1,1,2,1-2
1002092,2024077,1,1,2,1-2
3000326,2021130,1,3,2,0-2
1003982,2013393,1,1,2,1-2
3007189,2006412,1,3,2,0-2
3002681,2022613,1,3,2,0-2
1003927,2024164,1,1,2,1-2
1002202,2023153,1,1,2,1-2
1002184,2024336,1,1,2,1-2
1004480,2011763,1,1,2,1-2
3002359,2024221,1,3,2,0-2
1001281,2023698,1,1,2,1-2
3004095,2028758,1,3,2,0-2
3007858,1003866,1,3,2,0-2
1002587,2014459,1,1,2,1-2
1002429,2014441,1,1,2,1-2
1003644,2026190,1,1,2,1-2
3003510,2001808,1,3,2,0-2
1003851,2015567,1,1,2,1-2
1000124,2013953,1,1,2,1-2
1004051,2031295,1,1,2,1-2
3001030,2005612,1,3,2,0-2
1002308,2012951,1,1,2,1-2
3006322,1003241,1,3,2,0-2
3007256,2021517,1,3,2,0-2
3000167,1004511,1,3,2,0-2
3005501,1000325,1,3,2,0-2
1003786,2014003,1,1,2,1-2
1003155,2000044,1,1,2,1-2
1000631,2026797,1,1,2,1-2
3005653,2007593,1,3,2,0-2
1000620,2008894,1,1,2,1-2
3006315,1003464,1,3,2,0-2
1004574,2002781,1,1,2,1-2
3007452,2032582,1,3,2,0-2
1003616,2024921,1,1,2,1-2
1001105,2022657,1,1,2,1-2
3005872,1003976,1,3,2,0-2
1001619,2010032,1,1,2,1-2
3001303,2026642,1,3,2,0-2
3003448,2032500,1,3,2,0-2
3002742,2008737,1,3,2,0-2
1000233,2011722,1,1,2,1-2
3002655,2001278,1,3,2,0-2
3007000,2014394,1,3,2,0-2
3008032,2023349,1,3,2,0-2
3001443,2010039,1,3,2,0-2
3002919,2002876,1,3,2,0-2
1001355,2015690,1,1,2,1-2
3001035,1004548,1,3,2,0-2
1001170,2028295,1,1,2,1-2
3000127,2003193,1,3,2,0-2
1001532,2027787,1,1,2,1-2
1004422,2009724,1,1,2,1-2
1004631,2012937,1,1,2,1-2
3005402,2002214,1,3,2,0-2
1001168,2005792,1,1,2,1-2
3005214,2025154,1,3,2,0-2
1001175,2000308,1,1,2,1-2
3003628,2031571,1,3,2,0-2
3002828,2002055,1,3,2,0-2
3004810,1003095,1,3,2,0-2
3001992,1003427,1,3,2,0-2
1002507,2004696,1,1,2,1-2
1002820,2013242,1,1,2,1-2
1000880,2028798,1,1,2,1-2
1003819,2012669,1,1,2,1-2
1000588,2021334,1,1,2,1-2
3002651,2030448,1,3,2,0-2
3004868,2026131,1,3,2,0-2
3000659,2021666,1,3,2,0-2
3005812,2024033,1,3,2,0-2
1001997,2012152,1,1,2,1-2
1003049,2029030,1,1,2,1-2
3004233,2013016,1,3,2,0-2
3003577,2032110,1,3,2,0-2
1003278,2032325,1,1,2,1-2
3003724,2011934,1,3,2,0-2
1001713,2019215,1,1,2,1-2
3003479,1001203,1,3,2,0-2
3005015,2018151,1,3,2,0-2
1001826,2028498,1,1,2,1-2
3005037,2030725,1,3,2,0-2
3006799,2031881,1,3,2,0-2
1003464,2025506,1,1,2,1-2
3002666,2015604,1,3,2,0-2
3007479,2031734,1,3,2,0-2
1000610,2022781,1,1,2,1-2
1003150,2020678,1,1,2,1-2
1002328,2013703,1,1,2,1-2
1003320,2005792,1,1,2,1-2
1003242,2014663,1,1,2,1-2
3000964,2023222,1,3,2,0-2
1002036,2014270,1,1,2,1-2
1001754,2001993,1,1,2,1-2
3001307,2009552,1,3,2,0-2
1003022,2029346,1,1,2,1-2
3003997,2019872,1,3,2,0-2
3002207,2020077,1,3,2,0-2
1004765,2001352,1,1,2,1-2
1001370,2010112,1,1,2,1-2
1004751,2010158,1,1,2,1-2
3000037,2016736,1,3,2,0-2
1002860,2014604,1,1,2,1-2
1004723,2018379,1,1,2,1-2
3004567,2028938,1,3,2,0-2
3005185,2024586,1,3,2,0-2
1004043,2018452,1,1,2,1-2
1003155,2018715,1,1,2,1-2
1000004,2031798,1,1,2,1-2
1002675,2015690,1,1,2,1-2
1001593,2021487,1,1,2,1-2
3006273,1004237,1,3,2,0-2
3003474,2029073,1,3,2,0-2
3006854,2002420,1,3,2,0-2
1003336,2004277,1,1,2,1-2
1002814,2026844,1,1,2,1-2
3001725,2010654,1,3,2,0-2
3001624,1000421,1,3,2,0-2
1002441,2015597,1,1,2,1-2
3000486,1001804,1,3,2,0-2
1002016,2022299,1,1,2,1-2
1003237,2025121,1,1,2,1-2
3001079,2028335,1,3,2,0-2
1002364,2025988,1,1,2,1-2
3003376,1004498,1,3,2,0-2
3006029,2029606,1,3,2,0-2
3000796,2006212,1,3,2,0-2
3007667,2016419,1,3,2,0-2
3001966,2022273,1,3,2,0-2
3005462,2013627,1,3,2,0-2
3001243,2015113,1,3,2,0-2
1000464,2000606,1,1,2,1-2
1002767,2030913,1,1,2,1-2
3001205,2028079,1,3,2,0-2
1002197,2008170,1,1,2,1-2
3001337,2001238,1,3,2,0-2
3006572,2008552,1,3,2,0-2
1001712,2018612,1,1,2,1-2
1001220,2000608,1,1,2,1-2
1002059,2023359,1,1,2,1-2
1004263,2001703,1,1,2,1-2
1001523,2001704,1,1,2,1-2
3006422,1004073,1,3,2,0-2
3003383,2016805,1,3,2,0-2
1003552,2023778,1,1,2,1-2
3007122,2027757,1,3,2,0-2
1001712,2028569,1,1,2,1-2
1003460,2012370,1,1,2,1-2
3001075,2008094,1,3,2,0-2
3000399,2012303,1,3,2,0-2
3000322,1002621,1,3,2,0-2
1001134,2023980,1,1,2,1-2
3000983,1002542,1,3,2,0-2
1001361,2011135,1,1,2,1-2
1003835,2002005,1,1,2,1-2
1003666,2023369,1,1,2,1-2
3000034,2029737,1,3,2,0-2
3000438,2031468,1,3,2,0-2
1001306,2005615,1,1,2,1-2
1004197,2023460,1,1,2,1-2
3005371,2015544,1,3,2,0-2
3004248,1003897,1,3,2,0-2
3007256,1004430,1,3,2,0-2
3003174,2010780,1,3,2,0-2
3000370,2031874,1,3,2,0-2
3001355,2026976,1,3,2,0-2
1002990,2027435,1,1,2,1-2
1000701,2011786,1,1,2,1-2
1003671,2024312,1,1,2,1-2
3002746,2015559,1,3,2,0-2
3003606,1000009,1,3,2,0-2
1002908,2022371,1,1,2,1-2
1003735,2016195,1,1,2,1-2
3005988,2020368,1,3,2,0-2
1001049,2000862,1,1,2,1-2
3004353,1001594,1,3,2,0-2
1001548,2031041,1,1,2,1-2
1003022,2012049,1,1,2,1-2
1000798,2003882,1,1,2,1-2
3006464,2003257,1,3,2,0-2
3000164,2023681,1,3,2,0-2
3004659,2001376,1,3,2,0-2
3006039,1001007,1,3,2,0-2
3006497,2004652,1,3,2,0-2
1000275,2005108,1,1,2,1-2
3000892,2016320,1,3,2,0-2
1000661,2014603,1,1,2,1-2
1002655,2023569,1,1,2,1-2
3005842,2021119,1,3,2,0-2
3001281,1003999,1,3,2,0-2
1003548,2024311,1,1,2,1-2
3007442,1003382,1,3,2,0-2
3007745,2029330,1,3,2,0-2
1003884,2031770,1,1,2,1-2
3002998,1002921,1,3,2,0-2
1003744,2020913,1,1,2,1-2
1004630,2002812,1,1,2,1-2
3005332,2021459,1,3,2,0-2
3001985,1002067,1,3,2,0-2
1004705,2032190,1,1,2,1-2
3005469,2020060,1,3,2,0-2
3002046,2030382,1,3,2,0-2
3005697,2022537,1,3,2,0-2
1002076,2002214,1,1,2,1-2
3002944,2000474,1,3,2,0-2
3001313,2029069,1,3,2,0-2
3003222,2021517,1,3,2,0-2
1001810,2023324,1,1,2,1-2
1000725,2031326,1,1,2,1-2
3007562,1000997,1,3,2,0-2
3001091,2006618,1,3,2,0-2
1004157,2025182,1,1,2,1-2
3004529,2028337,1,3,2,0-2
1001682,2009631,1,1,2,1-2
3000164,2009031,1,3,2,0-2
3006297,2010794,1,3,2,0-2
1002656,2012058,1,1,2,1-2
1000691,2012869,1,1,2,1-2
1001039,2004113,1,1,2,1-2
3002469,2010938,1,3,2,0-2
1003591,2006602,1,1,2,1-2
3004793,2011714,1,3,2,0-2
1004290,2029069,1,1,2,1-2
1003446,2005805,1,1,2,1-2
1001449,2025950,1,1,2,1-2
1001873,2012663,1,1,2,1-2
1002082,2003629,1,1,2,1-2
3006008,2025225,1,3,2,0-2
3003149,2026076,1,3,2,0-2
3005802,2022273,1,3,2,0-2
1000301,2023375,1,1,2,1-2
3001729,2026745,1,3,2,0-2
1001770,2020151,1,1,2,1-2
1002824,2017191,1,1,2,1-2
3007025,1000874,1,3,2,0-2
1004768,2030275,1,1,2,1-2
3001398,2008124,1,3,2,0-2
3004242,2003440,1,3,2,0-2
1004610,2007960,1,1,2,1-2
1004113,2019187,1,1,2,1-2
1001430,2026734,1,1,2,1-2
1000286,2030463,1,1,2,1-2
3002001,2020481,1,3,2,0-2
1003951,2014067,1,1,2,1-2
3004600,2011909,1,3,2,0-2
3007599,2003114,1,3,2,0-2
1001113,2002878,1,1,2,1-2
3001173,1003197,1,3,2,0-2
1000736,2025274,1,1,2,1-2
3001657,2003443,1,3,2,0-2
3001146,2019127,1,3,2,0-2
1003634,2018053,1,1,2,1-2
3001511,2023874,1,3,2,0-2
3006128,2030014,1,3,2,0-2
3002275,2010240,1,3,2,0-2
3001253,2003257,1,3,2,0-2
3003350,2006618,1,3,2,0-2
3006608,2010913,1,3,2,0-2
3006678,2013401,1,3,2,0-2
3002931,2029737,1,3,2,0-2
1001528,2002214,1,1,2,1-2
1002051,2023324,1,1,2,1-2
3001619,2004764,1,3,2,0-2
1001046,2006125,1,1,2,1-2
3003692,2009674,1,3,2,0-2
1003801,2021529,1,1,2,1-2
1003192,2008064,1,1,2,1-2
3005492,2020077,1,3,2,0-2
3002909,1000522,1,3,2,0-2
1002526,2029353,1,1,2,1-2
3002822,1000989,1,3,2,0-2
1002821,2010890,1,1,2,1-2
3000663,2013363,1,3,2,0-2
3007199,2026099,1,3,2,0-2
3003838,2023197,1,3,2,0-2
3004462,2002914,1,3,2,0-2
1000644,2029998,1,1,2,1-2
3002346,2027753,1,3,2,0-2
1000703,2022994,1,1,2,1-2
3003719,2011752,1,3,2,0-2
1001721,2014369,1,1,2,1-2
1000934,2009314,1,1,2,1-2
1004636,2021517,1,1,2,1-2
3005338,2020964,1,3,2,0-2
3002557,1001954,1,3,2,0-2
1001502,2019384,1,1,2,1-2
3007074,2024222,1,3,2,0-2
3003725,1003197,1,3,2,0-2
1002621,2023043,1,1,2,1-2
3002206,2008243,1,3,2,0-2
3002359,1000008,1,3,2,0-2
3001256,2014923,1,3,2,0-2
3007228,2007070,1,3,2,0-2
3007109,2022311,1,3,2,0-2
3003204,1003967,1,3,2,0-2
1004171,2023322,1,1,2,1-2
1003819,2025902,1,1,2,1-2
3005637,1002981,1,3,2,0-2
1000860,2005255,1,1,2,1-2
3007906,2032458,1,3,2,0-2
3003940,1003534,1,3,2,0-2
3002716,2008290,1,3,2,0-2
1000978,2028758,1,1,2,1-2
1001977,2005227,1,1,2,1-2
3000592,2001808,1,3,2,0-2
3001961,2017535,1,3,2,0-2
3004275,2019367,1,3,2,0-2
3003777,2015124,1,3,2,0-2
1003621,2022311,1,1,2,1-2
3002536,2006634,1,3,2,0-2
3007285,2011638,1,3,2,0-2
1002935,2012729,1,1,2,1-2
1000191,2010474,1,1,2,1-2
3006872,2009777,1,3,2,0-2
3003490,2008811,1,3,2,0-2
3000650,1004423,1,3,2,0-2
3003558,1000068,1,3,2,0-2
1001982,2030868,1,1,2,1-2
1003765,2020292,1,1,2,1-2
3000459,2014522,1,3,2,0-2
3001817,1000280,1,3,2,0-2
1003725,2023641,1,1,2,1-2
1003666,2013121,1,1,2,1-2
1004303,2023147,1,1,2,1-2
1003574,2003599,1,1,2,1-2
3002860,1003197,1,3,2,0-2
1002024,2019091,1,1,2,1-2
1002933,2003548,1,1,2,1-2
1004214,2027512,1,1,2,1-2
3004330,1002577,1,3,2,0-2
3006485,2020180,1,3,2,0-2
3005536,1001168,1,3,2,0-2
3004299,2019106,1,3,2,0-2
1003666,2004951,1,1,2,1-2
1004245,2014159,1,1,2,1-2
3005225,1004548,1,3,2,0-2
1000620,2026488,1,1,2,1-2
1003405,2010439,1,1,2,1-2
1000044,2014930,1,1,2,1-2
3007003,2013967,1,3,2,0-2
1003623,2013829,1,1,2,1-2
3001452,2018926,1,3,2,0-2
1001643,2011135,1,1,2,1-2
1000270,2016551,1,1,2,1-2
3005353,2010535,1,3,2,0-2
3007699,2019019,1,3,2,0-2
3004625,2012608,1,3,2,0-2
1002658,2020011,1,1,2,1-2
3006344,2008976,1,3,2,0-2
3002567,2026362,1,3,2,0-2
1000596,2015597,1,1,2,1-2
1003485,2003866,1,1,2,1-2
3001888,2026788,1,3,2,0-2
1001012,2013016,1,1,2,1-2
3005086,2010864,1,3,2,0-2
1000065,2023375,1,1,2,1-2
3005655,2026166,1,3,2,0-2
1001132,2006348,1,1,2,1-2
3005888,2011324,1,3,2,0-2
1000679,2031837,1,1,2,1-2
3005413,2018218,1,3,2,0-2
1001817,2011303,1,1,2,1-2
3005800,2003412,1,3,2,0-2
1002758,2017500,1,1,2,1-2
3002374,2014043,1,3,2,0-2
1004072,2030280,1,1,2,1-2
3002811,2014901,1,3,2,0-2
3002038,2031330,1,3,2,0-2
3006864,2010930,1,3,2,0-2
1000495,2023919,1,1,2,1-2
1001899,2009023,1,1,2,1-2
1004069,2017370,1,1,2,1-2
1000402,2013282,1,1,2,1-2
1002359,2004299,1,1,2,1-2
1001911,2022371,1,1,2,1-2
3003484,2014087,1,3,2,0-2
1003213,2013696,1,1,2,1-2
1004672,2030765,1,1,2,1-2
1004290,2006896,1,1,2,1-2
1003434,2013851,1,1,2,1-2
1003732,2026908,1,1,2,1-2
3006406,2002078,1,3,2,0-2
3003841,2015809,1,3,2,0-2
3006133,1001118,1,3,2,0-2
1002271,2017649,1,1,2,1-2
3002623,2000269,1,3,2,0-2
1004484,2029037,1,1,2,1-2
3004714,2015441,1,3,2,0-2
1003656,2019297,1,1,2,1-2
3007371,2025920,1,3,2,0-2
3003513,2004596,1,3,2,0-2
3004105,2006911,1,3,2,0-2
1004599,2023153,1,1,2,1-2
1001811,2014049,1,1,2,1-2
1002326,2011318,1,1,2,1-2
1004464,2007793,1,1,2,1-2
1003638,2016181,1,1,2,1-2
1001362,2023324,1,1,2,1-2
3002115,2012075,1,3,2,0-2
3000780,2014789,1,3,2,0-2
1001242,2005146,1,1,2,1-2
3004346,2031157,1,3,2,0-2
3007716,1002993,1,3,2,0-2
3005425,2004463,1,3,2,0-2
1003006,2029753,1,1,2,1-2
1002587,2008795,1,1,2,1-2
3005198,2031167,1,3,2,0-2
1003353,2009724,1,1,2,1-2
1002704,2002812,1,1,2,1-2
1002848,2017292,1,1,2,1-2
3007383,2010499,1,3,2,0-2
1002639,2030693,1,1,2,1-2
3005822,2029648,1,3,2,0-2
1002301,2015769,1,1,2,1-2
3007335,2006138,1,3,2,0-2
1001086,2028077,1,1,2,1-2
1001384,2023602,1,1,2,1-2
3001420,2025687,1,3,2,0-2
1000570,2025493,1,1,2,1-2
3007357,1004222,1,3,2,0-2
1004633,2016084,1,1,2,1-2
1002965,2012058,1,1,2,1-2
1001025,2014025,1,1,2,1-2
3006374,2013703,1,3,2,0-2
3000910,2008290,1,3,2,0-2
3002439,2012203,1,3,2,0-2
3004684,1003233,1,3,2,0-2
3003340,2023434,1,3,2,0-2
1002253,2023375,1,1,2,1-2
1002092,2025752,1,1,2,1-2
3006460,1001077,1,3,2,0-2
3006372,1000783,1,3,2,0-2
1000210,2020833,1,1,2,1-2
1002343,2032201,1,1,2,1-2
3007593,2012580,1,3,2,0-2
3002127,2026288,1,3,2,0-2
1002039,2015048,1,1,2,1-2
3005697,2007941,1,3,2,0-2
3002412,2030912,1,3,2,0-2
3007786,2008703,1,3,2,0-2
3007881,2004534,1,3,2,0-2
3005002,1001825,1,3,2,0-2
1003601,2024485,1,1,2,1-2
3006046,2006995,1,3,2,0-2
1003212,2009277,1,1,2,1-2
1003192,2001439,1,1,2,1-2
3007088,1003669,1,3,2,0-2
1003335,2019115,1,1,2,1-2
1000136,2031357,1,1,2,1-2
1003514,2012352,1,1,2,1-2
3006344,2016376,1,3,2,0-2
3000516,2025394,1,3,2,0-2
3004353,2003526,1,3,2,0-2
3002581,2020313,1,3,2,0-2
3002736,2008313,1,3,2,0-2
1003845,2017427,1,1,2,1-2
1001071,2028366,1,1,2,1-2
3001163,1000765,1,3,2,0-2
1004631,2000957,1,1,2,1-2
3004547,2021378,1,3,2,0-2
1004127,2027935,1,1,2,1-2
1004364,2020511,1,1,2,1-2
3007871,1003567,1,3,2,0-2
1003155,2023306,1,1,2,1-2
1001931,2010461,1,1,2,1-2
1003658,2024953,1,1,2,1-2
3002696,2011043,1,3,2,0-2
3004594,2019462,1,3,2,0-2
1001119,2018211,1,1,2,1-2
1000244,2004913,1,1,2,1-2
3003245,2026718,1,3,2,0-2
3006146,2003257,1,3,2,0-2
3001035,2002616,1,3,2,0-2
3005429,1004367,1,3,2,0-2
1002739,2007434,1,1,2,1-2
3000537,2018327,1,3,2,0-2
3001667,2008104,1,3,2,0-2
3005641,2021733,1,3,2,0-2
3004843,2008424,1,3,2,0-2
3004772,2022817,1,3,2,0-2
3001075,2018714,1,3,2,0-2
3006731,2004039,1,3,2,0-2
1003151,2029065,1,1,2,1-2
3004901,2006949,1,3,2,0-2
3007639,2015544,1,3,2,0-2
3004465,2001206,1,3,2,0-2
1004341,2032700,1,1,2,1-2
3003753,1002577,1,3,2,0-2
3005510,2014204,1,3,2,0-2
1004438,2009623,1,1,2,1-2
3005516,2005531,1,3,2,0-2
1001742,2027018,1,1,2,1-2
3004529,1004303,1,3,2,0-2
3002754,1000997,1,3,2,0-2
1004098,2024431,1,1,2,1-2
1002471,2010082,1,1,2,1-2
1004213,2013304,1,1,2,1-2
1002341,2014397,1,1,2,1-2
1000610,2009755,1,1,2,1-2
1001966,2009630,1,1,2,1-2
1003586,2029136,1,1,2,1-2
3004360,2028087,1,3,2,0-2
3002730,2010473,1,3,2,0-2
3003932,2014018,1,3,2,0-2
3001997,2016529,1,3,2,0-2
1003962,2001088,1,1,2,1-2
3005511,2030693,1,3,2,0-2
3002575,2013347,1,3,2,0-2
1003686,2018863,1,1,2,1-2
1001983,2016788,1,1,2,1-2
3006191,2030428,1,3,2,0-2
1001664,2011168,1,1,2,1-2
1002506,2027248,1,1,2,1-2
3003203,2003454,1,3,2,0-2
3002175,2030361,1,3,2,0-2
1002757,2003704,1,1,2,1-2
1001041,2012518,1,1,2,1-2
1002421,2016551,1,1,2,1-2
3007348,2031890,1,3,2,0-2
3000924,2018839,1,3,2,0-2
3005550,1002457,1,3,2,0-2
3000881,2004085,1,3,2,0-2
3007920,2018407,1,3,2,0-2
3002556,2002381,1,3,2,0-2
3004363,2030487,1,3,2,0-2
3005734,2027880,1,3,2,0-2
1000633,2010600,1,1,2,1-2
1001937,2018465,1,1,2,1-2
3005545,1002697,1,3,2,0-2
3005524,2012058,1,3,2,0-2
3006283,2026072,1,3,2,0-2
1003197,2029069,1,1,2,1-2
3004933,2002616,1,3,2,0-2
1002495,2005175,1,1,2,1-2
1003580,2028848,1,1,2,1-2
3006845,1003153,1,3,2,0-2
3001354,2021508,1,3,2,0-2
3001417,2014631,1,3,2,0-2
3004816,2027160,1,3,2,0-2
3006766,2000396,1,3,2,0-2
3003394,2021658,1,3,2,0-2
1000631,2005068,1,1,2,1-2
1001587,2001458,1,1,2,1-2
1004364,2023800,1,1,2,1-2
3002769,2014459,1,3,2,0-2
3002291,2010775,1,3,2,0-2
1003765,2031231,1,1,2,1-2
1003851,2024860,1,1,2,1-2
3003822,2003761,1,3,2,0-2
1003837,2020175,1,1,2,1-2
3000724,1000378,1,3,2,0-2
1000077,2008314,1,1,2,1-2
3001419,2000893,1,3,2,0-2
3000433,2023889,1,3,2,0-2
3007654,1001954,1,3,2,0-2
1001158,2021593,1,1,2,1-2
3003597,2023901,1,3,2,0-2
3005669,2009630,1,3,2,0-2
3007335,2020224,1,3,2,0-2
1002340,2027957,1,1,2,1-2
1001668,2031098,1,1,2,1-2
1003446,2005956,1,1,2,1-2
1000500,2004982,1,1,2,1-2
3006796,2018682,1,3,2,0-2
3001409,1001761,1,3,2,0-2
1002193,2006212,1,1,2,1-2
1001956,2031541,1,1,2,1-2
1003460,2020222,1,1,2,1-2
3004411,2001084,1,3,2,0-2
3006994,1001224,1,3,2,0-2
3000358,2031313,1,3,2,0-2
3000269,2028648,1,3,2,0-2
3003507,1000522,1,3,2,0-2
3007938,2006411,1,3,2,0-2
3006585,2025755,1,3,2,0-2
3000649,1000790,1,3,2,0-2
1000369,2001800,1,1,2,1-2
3001460,1001945,1,3,2,0-2
3004012,2021112,1,3,2,0-2
3001836,1002187,1,3,2,0-2
1004474,2013553,1,1,2,1-2
3006011,1000009,1,3,2,0-2
3001000,2023655,1,3,2,0-2
