dest_node,source_node,weight,source_class,dest_class,edge_class
1000807,2011968,1,1,2,1-2
3003945,2014244,1,3,2,3-2
1002655,2016764,1,1,2,1-2
3001281,1003135,1,3,2,3-2
3003490,1002866,1,3,2,3-2
1004261,2008222,1,1,2,1-2
1002932,2029648,1,1,2,1-2
1004164,2021016,1,1,2,1-2
3002643,2002153,1,3,2,3-2
3001828,2027896,1,3,2,3-2
3006877,2024292,1,3,2,3-2
3001837,2010807,1,3,2,3-2
3007849,2027766,1,3,2,3-2
3003807,2023453,1,3,2,3-2
1001812,2025743,1,1,2,1-2
1001351,2001865,1,1,2,1-2
3007216,2002435,1,3,2,3-2
1002933,2019155,1,1,2,1-2
3000823,2009871,1,3,2,3-2
1003626,2001238,1,1,2,1-2
1001193,2000307,1,1,2,1-2
3001833,1001129,1,3,2,3-2
1001170,2019994,1,1,2,1-2
3005792,1000247,1,3,2,3-2
3001788,2012016,1,3,2,3-2
1001681,2032160,1,1,2,1-2
3007454,2014087,1,3,2,3-2
3000310,1002656,1,3,2,3-2
3002301,1000815,1,3,2,3-2
3005536,2030616,1,3,2,3-2
3003474,1001179,1,3,2,3-2
3003558,2021504,1,3,2,3-2
3000232,2009314,1,3,2,3-2
3002722,1002031,1,3,2,3-2
3007785,2005159,1,3,2,3-2
1001129,2026563,1,1,2,1-2
3005838,2026217,1,3,2,3-2
1003690,2011054,1,1,2,1-2
3006055,1003791,1,3,2,3-2
3000145,1003241,1,3,2,3-2
3003829,2004596,1,3,2,3-2
1002967,2006710,1,1,2,1-2
1000819,2015447,1,1,2,1-2
3001791,1004442,1,3,2,3-2
3000548,2012873,1,3,2,3-2
1002689,2000763,1,1,2,1-2
3000227,2011527,1,3,2,3-2
1000285,2006083,1,1,2,1-2
3000743,1001502,1,3,2,3-2
3007039,2001628,1,3,2,3-2
1001692,2028785,1,1,2,1-2
3005363,2021840,1,3,2,3-2
1004559,2030210,1,1,2,1-2
1003447,2027499,1,1,2,1-2
3000110,1001236,1,3,2,3-2
3005062,2005978,1,3,2,3-2
3003490,1003452,1,3,2,3-2
1001262,2031770,1,1,2,1-2
3000610,1000377,1,3,2,3-2
3001192,2005792,1,3,2,3-2
1002565,2017495,1,1,2,1-2
3007333,2028823,1,3,2,3-2
1000438,2009149,1,1,2,1-2
1001637,2002231,1,1,2,1-2
1002841,2014727,1,1,2,1-2
3002158,2003425,1,3,2,3-2
3006374,2019364,1,3,2,3-2
3004966,2004062,1,3,2,3-2
1000615,2030599,1,1,2,1-2
1002036,2014270,1,1,2,1-2
3007168,2010807,1,3,2,3-2
3007055,2009506,1,3,2,3-2
3006408,2015527,1,3,2,3-2
1004314,2009856,1,1,2,1-2
3003813,1004083,1,3,2,3-2
1003210,2009960,1,1,2,1-2
3001834,2017695,1,3,2,3-2
1001386,2001194,1,1,2,1-2
3005649,2030693,1,3,2,3-2
1002163,2007120,1,1,2,1-2
1003701,2026332,1,1,2,1-2
1002546,2005417,1,1,2,1-2
3006280,2017467,1,3,2,3-2
3004627,2003340,1,3,2,3-2
1002402,2009688,1,1,2,1-2
1004427,2023620,1,1,2,1-2
1000282,2022799,1,1,2,1-2
1002277,2009973,1,1,2,1-2
3001090,2005644,1,3,2,3-2
3004652,1003196,1,3,2,3-2
3002951,1000428,1,3,2,3-2
3005994,2010360,1,3,2,3-2
3007361,2030697,1,3,2,3-2
3004932,2020481,1,3,2,3-2
1000111,2004314,1,1,2,1-2
3007121,2024586,1,3,2,3-2
3007871,1000024,1,3,2,3-2
1001365,2026097,1,1,2,1-2
1004067,2017649,1,1,2,1-2
3005553,2002572,1,3,2,3-2
3002269,1001324,1,3,2,3-2
3006920,1000405,1,3,2,3-2
3003938,2009668,1,3,2,3-2
1003282,2006978,1,1,2,1-2
1000593,2013837,1,1,2,1-2
1004430,2002338,1,1,2,1-2
3002488,1003464,1,3,2,3-2
1003859,2009724,1,1,2,1-2
1000944,2013172,1,1,2,1-2
3001554,2030693,1,3,2,3-2
1000591,2027782,1,1,2,1-2
3004777,1004449,1,3,2,3-2
3007621,2002612,1,3,2,3-2
3000429,2009994,1,3,2,3-2
1003911,2031230,1,1,2,1-2
1003952,2018373,1,1,2,1-2
3002520,1001825,1,3,2,3-2
3004561,1000837,1,3,2,3-2
3005163,2010274,1,3,2,3-2
1003543,2010574,1,1,2,1-2
1001990,2009536,1,1,2,1-2
3006960,2032122,1,3,2,3-2
3000650,1001763,1,3,2,3-2
3007938,2006109,1,3,2,3-2
3006933,1001135,1,3,2,3-2
1001421,2019578,1,1,2,1-2
1000042,2029606,1,1,2,1-2
1001340,2030973,1,1,2,1-2
3003161,2019215,1,3,2,3-2
3001203,2020329,1,3,2,3-2
1004061,2007753,1,1,2,1-2
3001512,2017101,1,3,2,3-2
1001446,2023112,1,1,2,1-2
3005447,2020395,1,3,2,3-2
3000865,1003641,1,3,2,3-2
3001748,1004009,1,3,2,3-2
1000564,2019532,1,1,2,1-2
3004144,2029219,1,3,2,3-2
1002909,2016591,1,1,2,1-2
3000585,1003972,1,3,2,3-2
3005753,2026099,1,3,2,3-2
1002833,2016287,1,1,2,1-2
3007097,2019656,1,3,2,3-2
1002981,2025998,1,1,2,1-2
3004012,2021112,1,3,2,3-2
3001012,1003534,1,3,2,3-2
1000663,2010442,1,1,2,1-2
3006164,2002035,1,3,2,3-2
3002045,2023231,1,3,2,3-2
1000736,2025274,1,1,2,1-2
3001210,2009871,1,3,2,3-2
3006304,2000956,1,3,2,3-2
3001765,1002908,1,3,2,3-2
1004582,2013505,1,1,2,1-2
3004750,1002612,1,3,2,3-2
1003811,2029278,1,1,2,1-2
1000030,2028079,1,1,2,1-2
1000138,2014400,1,1,2,1-2
1002718,2012797,1,1,2,1-2
3004238,2013801,1,3,2,3-2
3004619,1002092,1,3,2,3-2
3002296,1001437,1,3,2,3-2
1002572,2031860,1,1,2,1-2
1004061,2017907,1,1,2,1-2
3005365,2008688,1,3,2,3-2
1003084,2015945,1,1,2,1-2
1001426,2014801,1,1,2,1-2
1000765,2008397,1,1,2,1-2
3000615,1003669,1,3,2,3-2
1001792,2001940,1,1,2,1-2
1002278,2027923,1,1,2,1-2
3001886,2005416,1,3,2,3-2
3006151,2011448,1,3,2,3-2
1001326,2018147,1,1,2,1-2
3006955,2029967,1,3,2,3-2
3001763,2009981,1,3,2,3-2
3002286,2009506,1,3,2,3-2
1003091,2012270,1,1,2,1-2
1003506,2028428,1,1,2,1-2
3004409,2012172,1,3,2,3-2
1001359,2031230,1,1,2,1-2
3007945,2005792,1,3,2,3-2
1003992,2006380,1,1,2,1-2
1004279,2002561,1,1,2,1-2
1003982,2025806,1,1,2,1-2
3004676,2008272,1,3,2,3-2
3001439,2021306,1,3,2,3-2
3003796,2019901,1,3,2,3-2
3007283,2025185,1,3,2,3-2
1003245,2010907,1,1,2,1-2
3003591,1001139,1,3,2,3-2
1004459,2022480,1,1,2,1-2
1002709,2013121,1,1,2,1-2
3001213,2026134,1,3,2,3-2
3002772,2004291,1,3,2,3-2
3004335,1002251,1,3,2,3-2
1001120,2027566,1,1,2,1-2
1001170,2014358,1,1,2,1-2
1002036,2017889,1,1,2,1-2
3006090,1003205,1,3,2,3-2
3003282,2023602,1,3,2,3-2
3006036,2004270,1,3,2,3-2
3004280,1004072,1,3,2,3-2
1003256,2026895,1,1,2,1-2
3003494,2004524,1,3,2,3-2
3002860,1002153,1,3,2,3-2
1000651,2028507,1,1,2,1-2
3001794,2007857,1,3,2,3-2
3003076,2017873,1,3,2,3-2
1001947,2023345,1,1,2,1-2
3003899,2030636,1,3,2,3-2
1001400,2019959,1,1,2,1-2
1000464,2032323,1,1,2,1-2
1000616,2004845,1,1,2,1-2
1000082,2011552,1,1,2,1-2
1001893,2001479,1,1,2,1-2
3002605,2011091,1,3,2,3-2
3005065,2027923,1,3,2,3-2
1000768,2031782,1,1,2,1-2
1000494,2004615,1,1,2,1-2
1001916,2019801,1,1,2,1-2
3001541,2012608,1,3,2,3-2
1002510,2007889,1,1,2,1-2
3006643,1000350,1,3,2,3-2
1001139,2029757,1,1,2,1-2
1002518,2014222,1,1,2,1-2
1000034,2014131,1,1,2,1-2
3003655,2017252,1,3,2,3-2
1004506,2029027,1,1,2,1-2
3005204,2009518,1,3,2,3-2
1003378,2029701,1,1,2,1-2
3003488,2008279,1,3,2,3-2
1000140,2016700,1,1,2,1-2
3003534,2029496,1,3,2,3-2
1004408,2015781,1,1,2,1-2
1004083,2019320,1,1,2,1-2
3000425,2025678,1,3,2,3-2
1001533,2008657,1,1,2,1-2
1001799,2011285,1,1,2,1-2
1002365,2018242,1,1,2,1-2
1004628,2008033,1,1,2,1-2
1004177,2010426,1,1,2,1-2
3007141,2022211,1,3,2,3-2
3002510,1003740,1,3,2,3-2
3006191,1002723,1,3,2,3-2
1001123,2019417,1,1,2,1-2
1004450,2026167,1,1,2,1-2
3007277,2026131,1,3,2,3-2
3002546,2001645,1,3,2,3-2
3007660,2016366,1,3,2,3-2
1004422,2023414,1,1,2,1-2
1003233,2020020,1,1,2,1-2
3002308,1004324,1,3,2,3-2
3002223,2026213,1,3,2,3-2
3000928,2027250,1,3,2,3-2
3007746,2007914,1,3,2,3-2
3004648,2020807,1,3,2,3-2
1003449,2016466,1,1,2,1-2
1003721,2001783,1,1,2,1-2
1004371,2003971,1,1,2,1-2
3001922,1003735,1,3,2,3-2
3003257,1004545,1,3,2,3-2
3006862,1001823,1,3,2,3-2
3002015,1003011,1,3,2,3-2
3006014,2023980,1,3,2,3-2
3002949,2025050,1,3,2,3-2
3004455,2023060,1,3,2,3-2
1000782,2021701,1,1,2,1-2
1001462,2020694,1,1,2,1-2
3002556,2025122,1,3,2,3-2
3003050,2006472,1,3,2,3-2
3007819,1001540,1,3,2,3-2
3007285,1003866,1,3,2,3-2
3007088,1000671,1,3,2,3-2
3004878,2032190,1,3,2,3-2
1000671,2025394,1,1,2,1-2
1002082,2032166,1,1,2,1-2
1003197,2027923,1,1,2,1-2
3001772,2004646,1,3,2,3-2
1002873,2020583,1,1,2,1-2
3003162,2031106,1,3,2,3-2
3004182,2011279,1,3,2,3-2
3003692,2019926,1,3,2,3-2
3007085,2008835,1,3,2,3-2
3003384,2027018,1,3,2,3-2
1004072,2026980,1,1,2,1-2
3002593,2029737,1,3,2,3-2
3003351,2023402,1,3,2,3-2
1000311,2020012,1,1,2,1-2
1004709,2004352,1,1,2,1-2
1004079,2009658,1,1,2,1-2
1002036,2025614,1,1,2,1-2
3005980,2026166,1,3,2,3-2
1002044,2016572,1,1,2,1-2
3002371,1004383,1,3,2,3-2
3001310,2032718,1,3,2,3-2
1004394,2026070,1,1,2,1-2
3000372,1001448,1,3,2,3-2
1003825,2012716,1,1,2,1-2
3003295,2023322,1,3,2,3-2
3001241,2029737,1,3,2,3-2
3004676,2028412,1,3,2,3-2
3000178,2001238,1,3,2,3-2
1000419,2008038,1,1,2,1-2
1000325,2018763,1,1,2,1-2
3003307,2009888,1,3,2,3-2
1004116,2017845,1,1,2,1-2
1001894,2005068,1,1,2,1-2
3005077,2017777,1,3,2,3-2
3001023,2024355,1,3,2,3-2
3000865,1000997,1,3,2,3-2
3006484,2023000,1,3,2,3-2
3003692,2030636,1,3,2,3-2
1000456,2023969,1,1,2,1-2
1000402,2003966,1,1,2,1-2
1000970,2001122,1,1,2,1-2
3000789,2005581,1,3,2,3-2
1002546,2020221,1,1,2,1-2
1002505,2000416,1,1,2,1-2
3003586,1004542,1,3,2,3-2
3001336,2001512,1,3,2,3-2
1001807,2010897,1,1,2,1-2
3001321,2031130,1,3,2,3-2
1002271,2004356,1,1,2,1-2
3007105,2030722,1,3,2,3-2
1002269,2006281,1,1,2,1-2
1000983,2024209,1,1,2,1-2
3008036,1001224,1,3,2,3-2
1003947,2025163,1,1,2,1-2
1004275,2019402,1,1,2,1-2
1001034,2002064,1,1,2,1-2
3003273,1001077,1,3,2,3-2
3006208,1003526,1,3,2,3-2
1003300,2023333,1,1,2,1-2
3001764,2030693,1,3,2,3-2
3001845,2022951,1,3,2,3-2
3003500,2029790,1,3,2,3-2
1003129,2028584,1,1,2,1-2
1003640,2021122,1,1,2,1-2
3005468,2018983,1,3,2,3-2
1000961,2010825,1,1,2,1-2
3003879,2026643,1,3,2,3-2
3006254,1003495,1,3,2,3-2
1003449,2018400,1,1,2,1-2
1003817,2021465,1,1,2,1-2
3000157,1004553,1,3,2,3-2
1001325,2022997,1,1,2,1-2
3006312,1004359,1,3,2,3-2
3001259,1001126,1,3,2,3-2
1001603,2005030,1,1,2,1-2
1000731,2026563,1,1,2,1-2
1001293,2031167,1,1,2,1-2
1003942,2031454,1,1,2,1-2
1004565,2011990,1,1,2,1-2
3005068,1004422,1,3,2,3-2
3004440,1001566,1,3,2,3-2
1004651,2013721,1,1,2,1-2
1000878,2000714,1,1,2,1-2
1002909,2024870,1,1,2,1-2
1001995,2014727,1,1,2,1-2
3006371,2021517,1,3,2,3-2
1004113,2026072,1,1,2,1-2
3000555,2015166,1,3,2,3-2
1000714,2008514,1,1,2,1-2
3002449,1003293,1,3,2,3-2
1000543,2007527,1,1,2,1-2
3000509,2001645,1,3,2,3-2
1002580,2028537,1,1,2,1-2
1004343,2020840,1,1,2,1-2
1002875,2020694,1,1,2,1-2
3002284,2024721,1,3,2,3-2
1000353,2027480,1,1,2,1-2
3003524,2010527,1,3,2,3-2
3002500,2001865,1,3,2,3-2
1002387,2002145,1,1,2,1-2
1001330,2009506,1,1,2,1-2
3006133,1000362,1,3,2,3-2
1000263,2032468,1,1,2,1-2
1003565,2008284,1,1,2,1-2
3004256,2015787,1,3,2,3-2
3007561,1001540,1,3,2,3-2
1001054,2020535,1,1,2,1-2
1003273,2029416,1,1,2,1-2
1000442,2014195,1,1,2,1-2
1000456,2030693,1,1,2,1-2
3004601,2009891,1,3,2,3-2
3006851,2029737,1,3,2,3-2
1002870,2023620,1,1,2,1-2
3000497,2021819,1,3,2,3-2
3005311,2006740,1,3,2,3-2
1003419,2019488,1,1,2,1-2
1001902,2015687,1,1,2,1-2
1001399,2028624,1,1,2,1-2
3001860,1002484,1,3,2,3-2
3007539,2003257,1,3,2,3-2
1001127,2023473,1,1,2,1-2
3003965,2003807,1,3,2,3-2
3004190,2029972,1,3,2,3-2
3001727,2025577,1,3,2,3-2
3004419,2021553,1,3,2,3-2
3005678,2016084,1,3,2,3-2
3007132,1004659,1,3,2,3-2
1000633,2006380,1,1,2,1-2
3002897,2024028,1,3,2,3-2
1002220,2004218,1,1,2,1-2
1003837,2023213,1,1,2,1-2
1001606,2030392,1,1,2,1-2
3004238,1001105,1,3,2,3-2
3005927,2030979,1,3,2,3-2
3005550,1004579,1,3,2,3-2
3001624,1000161,1,3,2,3-2
3005705,1001540,1,3,2,3-2
1004075,2023324,1,1,2,1-2
3001281,1001610,1,3,2,3-2
1004423,2024258,1,1,2,1-2
1002092,2026134,1,1,2,1-2
3005583,2007378,1,3,2,3-2
1000607,2002145,1,1,2,1-2
3006093,1001113,1,3,2,3-2
1000111,2013390,1,1,2,1-2
3000372,1003521,1,3,2,3-2
1002987,2009145,1,1,2,1-2
1003334,2016012,1,1,2,1-2
1000428,2017840,1,1,2,1-2
3005127,2020745,1,3,2,3-2
1003875,2011754,1,1,2,1-2
3004178,1002092,1,3,2,3-2
3004730,1000893,1,3,2,3-2
3006825,1003507,1,3,2,3-2
3007663,2016809,1,3,2,3-2
1003424,2023572,1,1,2,1-2
1001047,2001628,1,1,2,1-2
1002411,2005793,1,1,2,1-2
3004671,2030559,1,3,2,3-2
1002568,2004772,1,1,2,1-2
3007548,2001865,1,3,2,3-2
3001731,2022349,1,3,2,3-2
1001186,2003410,1,1,2,1-2
3000949,2026134,1,3,2,3-2
1001700,2011956,1,1,2,1-2
1002050,2022998,1,1,2,1-2
3004511,2031967,1,3,2,3-2
1004440,2021844,1,1,2,1-2
3006461,2011995,1,3,2,3-2
1003539,2003832,1,1,2,1-2
3000469,2029755,1,3,2,3-2
3004592,2029746,1,3,2,3-2
1002818,2014172,1,1,2,1-2
1001784,2022624,1,1,2,1-2
3004733,2022984,1,3,2,3-2
1003497,2020788,1,1,2,1-2
1001095,2005551,1,1,2,1-2
3006608,2024700,1,3,2,3-2
1000495,2023919,1,1,2,1-2
3003390,1003781,1,3,2,3-2
3002840,2031316,1,3,2,3-2
1003583,2017193,1,1,2,1-2
3002120,2003007,1,3,2,3-2
3006428,2010905,1,3,2,3-2
3007319,1001879,1,3,2,3-2
1000238,2013646,1,1,2,1-2
3002928,1001096,1,3,2,3-2
3001570,1004407,1,3,2,3-2
1002572,2029263,1,1,2,1-2
1004699,2005738,1,1,2,1-2
1004060,2030921,1,1,2,1-2
1003147,2010052,1,1,2,1-2
3001999,2011736,1,3,2,3-2
1004046,2013157,1,1,2,1-2
1000983,2001376,1,1,2,1-2
1001418,2022720,1,1,2,1-2
3004449,2028767,1,3,2,3-2
1001931,2028913,1,1,2,1-2
3001090,2003257,1,3,2,3-2
3004129,1002578,1,3,2,3-2
3001044,2007826,1,3,2,3-2
3000757,1002697,1,3,2,3-2
3006864,1002518,1,3,2,3-2
3004490,2017495,1,3,2,3-2
3000433,2021030,1,3,2,3-2
3006085,1003507,1,3,2,3-2
1002546,2017998,1,1,2,1-2
3002670,2018983,1,3,2,3-2
3002589,2008601,1,3,2,3-2
1001507,2012186,1,1,2,1-2
1002521,2021098,1,1,2,1-2
1000783,2024385,1,1,2,1-2
1002472,2003047,1,1,2,1-2
1004495,2013417,1,1,2,1-2
3002775,2014284,1,3,2,3-2
3001826,2018341,1,3,2,3-2
3004309,2016991,1,3,2,3-2
1004176,2003940,1,1,2,1-2
3001033,2002620,1,3,2,3-2
3006357,2014097,1,3,2,3-2
1003488,2011552,1,1,2,1-2
1001487,2001451,1,1,2,1-2
1002677,2023695,1,1,2,1-2
3008018,2026942,1,3,2,3-2
3004163,1000358,1,3,2,3-2
3004412,2015948,1,3,2,3-2
1004177,2026427,1,1,2,1-2
3000682,1004266,1,3,2,3-2
3002130,2010260,1,3,2,3-2
1000032,2021517,1,1,2,1-2
1004688,2013021,1,1,2,1-2
1001350,2002836,1,1,2,1-2
1002048,2024039,1,1,2,1-2
3003301,1003401,1,3,2,3-2
1004383,2008496,1,1,2,1-2
1000388,2008713,1,1,2,1-2
3001672,2009266,1,3,2,3-2
3003744,2010274,1,3,2,3-2
3000865,1001272,1,3,2,3-2
1002382,2006083,1,1,2,1-2
1001408,2032692,1,1,2,1-2
3004335,1004511,1,3,2,3-2
3001369,2008608,1,3,2,3-2
1001671,2015142,1,1,2,1-2
1003219,2005972,1,1,2,1-2
1003281,2029701,1,1,2,1-2
1000352,2020830,1,1,2,1-2
3007662,2005792,1,3,2,3-2
1000411,2005552,1,1,2,1-2
3003513,2015853,1,3,2,3-2
3005637,2018849,1,3,2,3-2
3000973,1002956,1,3,2,3-2
3004777,1001179,1,3,2,3-2
1004333,2020136,1,1,2,1-2
1002341,2017763,1,1,2,1-2
1001588,2015226,1,1,2,1-2
3001624,1002273,1,3,2,3-2
3000634,2030221,1,3,2,3-2
3007438,1004690,1,3,2,3-2
1000796,2007309,1,1,2,1-2
3006681,2017900,1,3,2,3-2
1000880,2027865,1,1,2,1-2
3000077,2023231,1,3,2,3-2
1000417,2031097,1,1,2,1-2
1004058,2032153,1,1,2,1-2
1002350,2015841,1,1,2,1-2
1001744,2018600,1,1,2,1-2
3005209,2004414,1,3,2,3-2
1002714,2030266,1,1,2,1-2
1003643,2022277,1,1,2,1-2
3003421,1002039,1,3,2,3-2
1003285,2008455,1,1,2,1-2
3000512,2030150,1,3,2,3-2
1003818,2003913,1,1,2,1-2
1001115,2002355,1,1,2,1-2
3005725,1003507,1,3,2,3-2
3007442,1003241,1,3,2,3-2
3003557,2002410,1,3,2,3-2
1004249,2019761,1,1,2,1-2
3007444,2005384,1,3,2,3-2
1003461,2028787,1,1,2,1-2
3003139,2019071,1,3,2,3-2
1002179,2024355,1,1,2,1-2
1004149,2022584,1,1,2,1-2
3007409,2007185,1,3,2,3-2
1004606,2031493,1,1,2,1-2
3000997,2023602,1,3,2,3-2
1002133,2024647,1,1,2,1-2
1003464,2011816,1,1,2,1-2
1002124,2013282,1,1,2,1-2
3005614,1003615,1,3,2,3-2
3004913,2018417,1,3,2,3-2
1003539,2000937,1,1,2,1-2
1000898,2028932,1,1,2,1-2
3004777,1000997,1,3,2,3-2
1001436,2019532,1,1,2,1-2
3003228,2020698,1,3,2,3-2
1002315,2031199,1,1,2,1-2
3005954,2012060,1,3,2,3-2
1004630,2032535,1,1,2,1-2
3002860,1004159,1,3,2,3-2
1001440,2008754,1,1,2,1-2
3000322,1003052,1,3,2,3-2
3004725,2002339,1,3,2,3-2
1003684,2026469,1,1,2,1-2
1002036,2029197,1,1,2,1-2
1002847,2030972,1,1,2,1-2
3006376,1000060,1,3,2,3-2
3000399,1003522,1,3,2,3-2
3006112,2021008,1,3,2,3-2
3006854,1001825,1,3,2,3-2
3001578,1002844,1,3,2,3-2
3003152,1001106,1,3,2,3-2
1004306,2020022,1,1,2,1-2
1004582,2014086,1,1,2,1-2
1004115,2021835,1,1,2,1-2
3004659,2016535,1,3,2,3-2
3002006,2003529,1,3,2,3-2
3000135,1002802,1,3,2,3-2
3007068,2009203,1,3,2,3-2
1001230,2019280,1,1,2,1-2
3003179,2025857,1,3,2,3-2
3006186,2029081,1,3,2,3-2
3002056,2003117,1,3,2,3-2
1002822,2003192,1,1,2,1-2
1003740,2018213,1,1,2,1-2
3006562,2027914,1,3,2,3-2
1002105,2023231,1,1,2,1-2
3003893,1002069,1,3,2,3-2
1002001,2006109,1,1,2,1-2
3007604,2027631,1,3,2,3-2
3005318,2008753,1,3,2,3-2
3001562,1003291,1,3,2,3-2
3004653,2012129,1,3,2,3-2
1000515,2001398,1,1,2,1-2
1004644,2019246,1,1,2,1-2
3006663,2005257,1,3,2,3-2
3004839,2029088,1,3,2,3-2
3003480,2005674,1,3,2,3-2
3005611,1000658,1,3,2,3-2
1000116,2024357,1,1,2,1-2
1001015,2029606,1,1,2,1-2
3004129,2032122,1,3,2,3-2
3006589,1000375,1,3,2,3-2
3007212,2008722,1,3,2,3-2
3005195,2031890,1,3,2,3-2
1001512,2007887,1,1,2,1-2
3004213,1004339,1,3,2,3-2
3004122,2012186,1,3,2,3-2
1000009,2001591,1,1,2,1-2
1004751,2001385,1,1,2,1-2
3006819,1000561,1,3,2,3-2
1000012,2006511,1,1,2,1-2
3004888,1004589,1,3,2,3-2
3001253,2002575,1,3,2,3-2
3000764,2029648,1,3,2,3-2
1001450,2004309,1,1,2,1-2
1002601,2029648,1,1,2,1-2
3002196,2010240,1,3,2,3-2
1003034,2016939,1,1,2,1-2
3006898,1001127,1,3,2,3-2
3007483,2003569,1,3,2,3-2
3001262,2026903,1,3,2,3-2
3007208,1001573,1,3,2,3-2
3006181,2031441,1,3,2,3-2
1002684,2022141,1,1,2,1-2
1002001,2024926,1,1,2,1-2
3003923,2021004,1,3,2,3-2
1003704,2025856,1,1,2,1-2
3006109,2001548,1,3,2,3-2
3007915,2005644,1,3,2,3-2
1002707,2011422,1,1,2,1-2
3005520,2004845,1,3,2,3-2
3001288,1001116,1,3,2,3-2
1001037,2014571,1,1,2,1-2
3005748,2026392,1,3,2,3-2
3000579,2026435,1,3,2,3-2
1001092,2031226,1,1,2,1-2
3003870,2020044,1,3,2,3-2
1001154,2024480,1,1,2,1-2
1001376,2003443,1,1,2,1-2
1004073,2004913,1,1,2,1-2
1000377,2017252,1,1,2,1-2
3007142,2002159,1,3,2,3-2
3004358,2018780,1,3,2,3-2
3003901,2011604,1,3,2,3-2
1001124,2011507,1,1,2,1-2
3003230,1001610,1,3,2,3-2
3003530,1004665,1,3,2,3-2
3007871,2017191,1,3,2,3-2
3002661,2008296,1,3,2,3-2
1001208,2031213,1,1,2,1-2
3002881,2027435,1,3,2,3-2
3000765,1002655,1,3,2,3-2
1001119,2000725,1,1,2,1-2
3007729,2027320,1,3,2,3-2
1003859,2002830,1,1,2,1-2
1000737,2028648,1,1,2,1-2
1003232,2018612,1,1,2,1-2
3006164,2014718,1,3,2,3-2
1002868,2008996,1,1,2,1-2
3002436,2007421,1,3,2,3-2
1002220,2030505,1,1,2,1-2
3005072,1004021,1,3,2,3-2
1003887,2002360,1,1,2,1-2
3003804,2023257,1,3,2,3-2
1002197,2009517,1,1,2,1-2
1003910,2023403,1,1,2,1-2
3003582,2026808,1,3,2,3-2
1004550,2005471,1,1,2,1-2
1000720,2032718,1,1,2,1-2
1001606,2017077,1,1,2,1-2
3001466,2015153,1,3,2,3-2
1004115,2009934,1,1,2,1-2
1001123,2022585,1,1,2,1-2
1004550,2002836,1,1,2,1-2
3003412,2002426,1,3,2,3-2
1003829,2026270,1,1,2,1-2
1000692,2029165,1,1,2,1-2
1003138,2015667,1,1,2,1-2
3006611,2013896,1,3,2,3-2
3001837,2021517,1,3,2,3-2
1001782,2013829,1,1,2,1-2
3007312,2007615,1,3,2,3-2
3006443,2029391,1,3,2,3-2
3002339,2024630,1,3,2,3-2
3007472,1000896,1,3,2,3-2
1001190,2002616,1,1,2,1-2
1002537,2016987,1,1,2,1-2
3001054,2026213,1,3,2,3-2
1000585,2032433,1,1,2,1-2
3006378,2013749,1,3,2,3-2
1001670,2016018,1,1,2,1-2
3001840,2026304,1,3,2,3-2
1003581,2025222,1,1,2,1-2
1000916,2010298,1,1,2,1-2
1004366,2017394,1,1,2,1-2
3004341,2010654,1,3,2,3-2
1001064,2029174,1,1,2,1-2
3004636,1002777,1,3,2,3-2
3001454,2021504,1,3,2,3-2
3001294,1003406,1,3,2,3-2
3005550,1000282,1,3,2,3-2
1001268,2002332,1,1,2,1-2
